Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,26000,1,Nifty 50,NIFTY INDEX,INDEX,0,
NSE,26009,1,Nifty Bank,NIFTY BANK,INDEX,0,
NSE,26017,1,INDIAVIX,INDIA VIX,INDEX,0,
NSE,26037,1,Nifty Fin Services,FINNIFTY,INDEX,0,
NSE,26074,1,NIFTY MID SELECT,MIDCPNIFTY,INDEX,0,
NSE,17635,1,ZYDUSWELL,ZYDUSWELL-EQ,EQ,0.05,
NSE,7929,1,ZYDUSLIFE,ZYDUSLIFE-EQ,EQ,0.05,
NSE,3827,1,ZUARIIND,ZUARIIND-EQ,EQ,0.05,
NSE,29050,1,ZUARI,ZUARI-EQ,EQ,0.05,
NSE,11394,1,ZOTA,ZOTA-EQ,EQ,0.05,
NSE,5097,1,ZOMATO,ZOMATO-EQ,EQ,0.05,
NSE,3821,1,ZODIACLOTH,ZODIACLOTH-EQ,EQ,0.05,
NSE,7138,1,ZODIAC,ZODIAC-BE,BE,0.05,
NSE,12384,1,ZIMLAB,ZIMLAB-EQ,EQ,0.05,
NSE,16915,1,ZFCVINDIA,ZFCVINDIA-EQ,EQ,0.05,
NSE,7508,1,ZENTEC,ZENTEC-EQ,EQ,0.05,
NSE,1076,1,ZENSARTECH,ZENSARTECH-EQ,EQ,0.05,
NSE,14566,1,ZENITHSTL,ZENITHSTL-BE,BE,0.05,
NSE,4176,1,ZENITHEXPO,ZENITHEXPO-EQ,EQ,0.05,
NSE,14003,1,ZEEMEDIA,ZEEMEDIA-EQ,EQ,0.05,
NSE,20856,1,ZEELEARN,ZEELEARN-BE,BE,0.05,
NSE,3812,1,ZEEL,ZEEL-EQ,EQ,0.05,
NSE,17766,600,ZEAL,ZEAL-SM,SM,0.05,
NSE,18608,1,ZAGGLE,ZAGGLE-EQ,EQ,0.05,
NSE,5501,1,YUKEN,YUKEN-EQ,EQ,0.05,
NSE,18040,800,YUDIZ,YUDIZ-SM,SM,0.05,
NSE,11915,1,YESBANK,YESBANK-EQ,EQ,0.05,
NSE,17627,3000,YCCL,YCCL-SM,SM,0.05,
NSE,18760,1,YATRA,YATRA-EQ,EQ,0.05,
NSE,17738,1,YATHARTH,YATHARTH-EQ,EQ,0.05,
NSE,18131,1,YASHO,YASHO-EQ,EQ,0.05,
NSE,24999,1,YAARI,YAARI-EQ,EQ,0.05,
NSE,11407,1,XPROINDIA,XPROINDIA-EQ,EQ,0.05,
NSE,8477,1,XELPMOC,XELPMOC-EQ,EQ,0.05,
NSE,11705,1,XCHANGING,XCHANGING-EQ,EQ,0.05,
NSE,3799,1,WSTCSTPAPR,WSTCSTPAPR-EQ,EQ,0.05,
NSE,14828,1,WSI,WSI-EQ,EQ,0.05,
NSE,22277,1,WORTH,WORTH-EQ,EQ,0.05,
NSE,3002,1,WONDERLA,WONDERLA-EQ,EQ,0.05,
NSE,19632,1600,WOMANCART,WOMANCART-ST,ST,0.05,
NSE,7506,1,WOCKPHARMA,WOCKPHARMA-EQ,EQ,0.05,
NSE,3787,1,WIPRO,WIPRO-EQ,EQ,0.05,
NSE,20491,1,WIPL,WIPL-BE,BE,0.05,
NSE,25045,1,WINSOME,WINSOME-BE,BE,0.05,
NSE,24969,1,WINDMACHIN,WINDMACHIN-EQ,EQ,0.05,
NSE,5366,1,WINDLAS,WINDLAS-EQ,EQ,0.05,
NSE,5699,1,WILLAMAGOR,WILLAMAGOR-BE,BE,0.05,
NSE,18011,1,WHIRLPOOL,WHIRLPOOL-EQ,EQ,0.05,
NSE,3766,1,WHEELS,WHEELS-EQ,EQ,0.05,
NSE,9865,1,WEWIN,WEWIN-BE,BE,0.05,
NSE,11580,1,WESTLIFE,WESTLIFE-EQ,EQ,0.05,
NSE,4235,1,WENDT,WENDT-EQ,EQ,0.05,
NSE,11253,1,WELSPUNLIV,WELSPUNLIV-EQ,EQ,0.05,
NSE,19804,1,WELINV,WELINV-BE,BE,0.05,
NSE,11626,1,WELENT,WELENT-EQ,EQ,0.05,
NSE,11821,1,WELCORP,WELCORP-EQ,EQ,0.05,
NSE,7835,1,WEL,WEL-EQ,EQ,0.05,
NSE,4945,1,WEIZMANIND,WEIZMANIND-BE,BE,0.05,
NSE,14602,1,WEBELSOLAR,WEBELSOLAR-EQ,EQ,0.05,
NSE,1933,1,WEALTH,WEALTH-BE,BE,0.05,
NSE,14067,1,WANBURY,WANBURY-BE,BE,0.05,
NSE,5013,2000,WALPAR,WALPAR-SM,SM,0.05,
NSE,3736,1,WALCHANNAG,WALCHANNAG-EQ,EQ,0.05,
NSE,20188,1,WABAG,WABAG-EQ,EQ,0.05,
NSE,2073,1,VTL,VTL-EQ,EQ,0.05,
NSE,24292,1,VSTTILLERS,VSTTILLERS-EQ,EQ,0.05,
NSE,3724,1,VSTIND,VSTIND-EQ,EQ,0.05,
NSE,27067,1,VSSL,VSSL-EQ,EQ,0.05,
NSE,20973,3000,VSCL,VSCL-SM,SM,0.05,
NSE,8696,1,VRLLOG,VRLLOG-EQ,EQ,0.05,
NSE,18341,1,VPRPL,VPRPL-EQ,EQ,0.05,
NSE,3718,1,VOLTAS,VOLTAS-EQ,EQ,0.05,
NSE,13577,1,VOLTAMP,VOLTAMP-EQ,EQ,0.05,
NSE,29284,1,VMART,VMART-EQ,EQ,0.05,
NSE,3188,1000,VMARCIND,VMARCIND-SM,SM,0.05,
NSE,3715,1,VLSFINANCE,VLSFINANCE-EQ,EQ,0.05,
NSE,18012,1,VLEGOV,VLEGOV-EQ,EQ,0.05,
NSE,7610,1600,VIVO,VIVO-SM,SM,0.05,
NSE,29877,1,VIVIDHA,VIVIDHA-EQ,EQ,0.05,
NSE,10967,1000,VIVIANA,VIVIANA-SM,SM,0.05,
NSE,11920,1200,VITAL,VITAL-SM,SM,0.05,
NSE,13702,1,VISHWARAJ,VISHWARAJ-EQ,EQ,0.05,
NSE,19300,2000,VISHNUINFR,VISHNUINFR-SM,SM,0.05,
NSE,6908,1,VISHNU,VISHNU-EQ,EQ,0.05,
NSE,7306,1,VISESHINFO,VISESHINFO-BE,BE,0.05,
NSE,4221,1,VISAKAIND,VISAKAIND-EQ,EQ,0.05,
NSE,15295,1,VIRINCHI,VIRINCHI-EQ,EQ,0.05,
NSE,8424,1,VIPULLTD,VIPULLTD-EQ,EQ,0.05,
NSE,3703,1,VIPIND,VIPIND-EQ,EQ,0.05,
NSE,14843,1,VIPCLOTHNG,VIPCLOTHNG-EQ,EQ,0.05,
NSE,16821,1,VINYLINDIA,VINYLINDIA-EQ,EQ,0.05,
NSE,19206,800,VINYAS,VINYAS-SM,SM,0.05,
NSE,17898,500,VINSYS,VINSYS-SM,SM,0.05,
NSE,12506,1,VINNY,VINNY-BE,BE,0.05,
NSE,3809,1,VINEETLAB,VINEETLAB-BE,BE,0.05,
NSE,3694,1,VINDHYATEL,VINDHYATEL-EQ,EQ,0.05,
NSE,17364,1,VINATIORGA,VINATIORGA-EQ,EQ,0.05,
NSE,13101,1,VIMTALABS,VIMTALABS-EQ,EQ,0.05,
NSE,16954,4000,VILINBIO,VILINBIO-SM,SM,0.05,
NSE,9931,1,VIKASLIFE,VIKASLIFE-EQ,EQ,0.05,
NSE,25756,1,VIKASECO,VIKASECO-EQ,EQ,0.05,
NSE,17691,1,VIJIFIN,VIJIFIN-EQ,EQ,0.05,
NSE,5585,1,VIJAYA,VIJAYA-EQ,EQ,0.05,
NSE,13536,1,VIDHIING,VIDHIING-EQ,EQ,0.05,
NSE,14325,2000,VIAZ,VIAZ-ST,ST,0.05,
NSE,11892,1,VHL,VHL-EQ,EQ,0.05,
NSE,15362,1,VGUARD,VGUARD-EQ,EQ,0.05,
NSE,8652,1,VETO,VETO-EQ,EQ,0.05,
NSE,3676,1,VESUVIUS,VESUVIUS-EQ,EQ,0.05,
NSE,18863,1,VERTOZ,VERTOZ-EQ,EQ,0.05,
NSE,14491,600,VERTEXPLUS,VERTEXPLUS-SM,SM,0.05,
NSE,8890,1,VERANDA,VERANDA-EQ,EQ,0.05,
NSE,2666,1500,VERA,VERA-SM,SM,0.05,
NSE,13859,1,VENUSREM,VENUSREM-EQ,EQ,0.05,
NSE,9592,1,VENUSPIPES,VENUSPIPES-EQ,EQ,0.05,
NSE,3757,1,VENKEYS,VENKEYS-EQ,EQ,0.05,
NSE,14590,1200,VELS,VELS-SM,SM,0.05,
NSE,10710,2000,VEEKAYEM,VEEKAYEM-SM,SM,0.05,
NSE,3063,1,VEDL,VEDL-EQ,EQ,0.05,
NSE,9027,1,VCL,VCL-BE,BE,0.05,
NSE,18921,1,VBL,VBL-EQ,EQ,0.05,
NSE,25340,1,VASWANI,VASWANI-EQ,EQ,0.05,
NSE,18110,1,VASCONEQ,VASCONEQ-EQ,EQ,0.05,
NSE,1274,4000,VASA,VASA-SM,SM,0.05,
NSE,3857,1,VARROC,VARROC-EQ,EQ,0.05,
NSE,6893,1,VARDMNPOLY,VARDMNPOLY-BE,BE,0.05,
NSE,11220,1,VARDHACRLC,VARDHACRLC-EQ,EQ,0.05,
NSE,330,1,VALIANTORG,VALIANTORG-EQ,EQ,0.05,
NSE,19218,1,VALIANTLAB,VALIANTLAB-EQ,EQ,0.05,
NSE,13342,1,VAKRANGEE,VAKRANGEE-EQ,EQ,0.05,
NSE,16589,1,VAISHALI,VAISHALI-EQ,EQ,0.05,
NSE,11364,1,VAIBHAVGBL,VAIBHAVGBL-EQ,EQ,0.05,
NSE,24196,1,VADILALIND,VADILALIND-EQ,EQ,0.05,
NSE,14766,1,V2RETAIL,V2RETAIL-EQ,EQ,0.05,
NSE,12863,1,V1NSETEST,V1NSETEST-EQ,EQ,0.05,
NSE,5945,2000,UWCSL,UWCSL-SM,SM,0.05,
NSE,13376,1,UTTAMSUGAR,UTTAMSUGAR-EQ,EQ,0.05,
NSE,17358,1,UTKARSHBNK,UTKARSHBNK-EQ,EQ,0.05,
NSE,9168,1,UTISXN50,UTISXN50-EQ,EQ,0.01,
NSE,10515,1,UTISENSETF,UTISENSETF-EQ,EQ,0.01,
NSE,13949,1,UTIRQP35P3,UTIRQP35P3-MF,MF,0.01,
NSE,13164,1,UTIRQP35P2,UTIRQP35P2-MF,MF,0.01,
NSE,12071,1,UTIRQP35P1,UTIRQP35P1-MF,MF,0.01,
NSE,14401,1,UTIRPP36P1,UTIRPP36P1-MF,MF,0.01,
NSE,13163,1,UTIRMP35P2,UTIRMP35P2-MF,MF,0.01,
NSE,12064,1,UTIRMP35P1,UTIRMP35P1-MF,MF,0.01,
NSE,14399,1,UTIRGR36P1,UTIRGR36P1-MF,MF,0.01,
NSE,13948,1,UTIRGR35P3,UTIRGR35P3-MF,MF,0.01,
NSE,13160,1,UTIRGR35P2,UTIRGR35P2-MF,MF,0.01,
NSE,12060,1,UTIRGR35P1,UTIRGR35P1-MF,MF,0.01,
NSE,13947,1,UTIRFP35P3,UTIRFP35P3-MF,MF,0.01,
NSE,13158,1,UTIRFP35P2,UTIRFP35P2-MF,MF,0.01,
NSE,12057,1,UTIRFP35P1,UTIRFP35P1-MF,MF,0.01,
NSE,13946,1,UTIRAP35P3,UTIRAP35P3-MF,MF,0.01,
NSE,13156,1,UTIRAP35P2,UTIRAP35P2-MF,MF,0.01,
NSE,12048,1,UTIRAP35P1,UTIRAP35P1-MF,MF,0.01,
NSE,10511,1,UTINIFTETF,UTINIFTETF-EQ,EQ,0.01,
NSE,21478,1,UTINEXT50,UTINEXT50-EQ,EQ,0.01,
NSE,13943,1,UTIDQP35P3,UTIDQP35P3-MF,MF,0.01,
NSE,13155,1,UTIDQP35P2,UTIDQP35P2-MF,MF,0.01,
NSE,12046,1,UTIDQP35P1,UTIDQP35P1-MF,MF,0.01,
NSE,14395,1,UTIDPP36P1,UTIDPP36P1-MF,MF,0.01,
NSE,13942,1,UTIDMP35P3,UTIDMP35P3-MF,MF,0.01,
NSE,13154,1,UTIDMP35P2,UTIDMP35P2-MF,MF,0.01,
NSE,12041,1,UTIDMP35P1,UTIDMP35P1-MF,MF,0.01,
NSE,14394,1,UTIDGR36P1,UTIDGR36P1-MF,MF,0.01,
NSE,13939,1,UTIDGR35P3,UTIDGR35P3-MF,MF,0.01,
NSE,13153,1,UTIDGR35P2,UTIDGR35P2-MF,MF,0.01,
NSE,12040,1,UTIDGR35P1,UTIDGR35P1-MF,MF,0.01,
NSE,13152,1,UTIDFP35P2,UTIDFP35P2-MF,MF,0.01,
NSE,13937,1,UTIDAP35P3,UTIDAP35P3-MF,MF,0.01,
NSE,13150,1,UTIDAP35P2,UTIDAP35P2-MF,MF,0.01,
NSE,12039,1,UTIDAP35P1,UTIDAP35P1-MF,MF,0.01,
NSE,22440,1,UTIBANKETF,UTIBANKETF-EQ,EQ,0.01,
NSE,527,1,UTIAMC,UTIAMC-EQ,EQ,0.05,
NSE,25460,1,UTFIQIPRRI,UTFIQIPRRI-MF,MF,0.01,
NSE,25458,1,UTFIQIPRPI,UTFIQIPRPI-MF,MF,0.01,
NSE,25456,1,UTFIQIPRGI,UTFIQIPRGI-MF,MF,0.01,
NSE,24061,1,UTFIAIPRRI,UTFIAIPRRI-MF,MF,0.01,
NSE,24058,1,UTFIAIPRPI,UTFIAIPRPI-MF,MF,0.01,
NSE,24055,1,UTFIAIPRGI,UTFIAIPRGI-MF,MF,0.01,
NSE,24049,1,UTFIAIPIGI,UTFIAIPIGI-MF,MF,0.01,
NSE,30846,1,UTFDQIPIRI,UTFDQIPIRI-MF,MF,0.01,
NSE,29755,1,UTFDQIPIPI,UTFDQIPIPI-MF,MF,0.01,
NSE,29754,1,UTFDQIPIGI,UTFDQIPIGI-MF,MF,0.01,
NSE,30426,1,UTFDAIPIPI,UTFDAIPIPI-MF,MF,0.01,
NSE,30425,1,UTFDAIPIGI,UTFDAIPIGI-MF,MF,0.01,
NSE,14871,1,USK,USK-EQ,EQ,0.05,
NSE,8840,1,USHAMART,USHAMART-EQ,EQ,0.05,
NSE,10610,300,USASEEDS,USASEEDS-SM,SM,0.05,
NSE,20203,1,URJA,URJA-EQ,EQ,0.05,
NSE,16888,1200,URBAN,URBAN-SM,SM,0.05,
NSE,17071,1,URAVI,URAVI-EQ,EQ,0.05,
NSE,11287,1,UPL,UPL-EQ,EQ,0.05,
NSE,14154,1,UNOMINDA,UNOMINDA-EQ,EQ,0.05,
NSE,17659,1,UNIVPHOTO,UNIVPHOTO-EQ,EQ,0.05,
NSE,3607,1,UNIVCABLES,UNIVCABLES-EQ,EQ,0.05,
NSE,18979,1,UNIVASTU,UNIVASTU-BE,BE,0.05,
NSE,10366,1,UNIVAFOODS,UNIVAFOODS-BE,BE,0.05,
NSE,17999,1,UNITEDTEA,UNITEDTEA-EQ,EQ,0.05,
NSE,7560,1,UNITEDPOLY,UNITEDPOLY-EQ,EQ,0.05,
NSE,8893,1,UNITECH,UNITECH-BZ,BZ,0.05,
NSE,13057,1,UNIPARTS,UNIPARTS-EQ,EQ,0.05,
NSE,10753,1,UNIONBANK,UNIONBANK-EQ,EQ,0.05,
NSE,7797,1,UNIINFO,UNIINFO-BE,BE,0.05,
NSE,18582,1000,UNIHEALTH,UNIHEALTH-SM,SM,0.05,
NSE,11293,1,UNIENTER,UNIENTER-EQ,EQ,0.05,
NSE,201,1,UNIDT,UNIDT-EQ,EQ,0.05,
NSE,3579,1,UNICHEMLAB,UNICHEMLAB-EQ,EQ,0.05,
NSE,19145,1,UMESLTD,UMESLTD-BE,BE,0.05,
NSE,11387,1,UMANGDAIRY,UMANGDAIRY-EQ,EQ,0.05,
NSE,8842,1,UMAEXPORTS,UMAEXPORTS-EQ,EQ,0.05,
NSE,13349,4000,UMA,UMA-SM,SM,0.05,
NSE,11532,1,ULTRACEMCO,ULTRACEMCO-EQ,EQ,0.05,
NSE,15228,1,UJJIVANSFB,UJJIVANSFB-EQ,EQ,0.05,
NSE,17069,1,UJJIVAN,UJJIVAN-EQ,EQ,0.05,
NSE,24103,1,UIAIPRPIII,UIAIPRPIII-MF,MF,0.01,
NSE,24100,1,UIAIPRGIII,UIAIPRGIII-MF,MF,0.01,
NSE,11230,1,UGROCAP,UGROCAP-N7,N7,0.01,
NSE,11227,1,UGROCAP,UGROCAP-N6,N6,0.01,
NSE,11224,1,UGROCAP,UGROCAP-N5,N5,0.01,
NSE,9360,1,UGROCAP,UGROCAP-N4,N4,0.01,
NSE,9352,1,UGROCAP,UGROCAP-N3,N3,0.01,
NSE,6697,1,UGROCAP,UGROCAP-N1,N1,0.01,
NSE,5313,1,UGROCAP,UGROCAP-EQ,EQ,0.05,
NSE,19578,1,UGARSUGAR,UGARSUGAR-EQ,EQ,0.05,
NSE,9039,1,UFO,UFO-EQ,EQ,0.05,
NSE,1053,1,UFLEX,UFLEX-EQ,EQ,0.05,
NSE,23851,1,UFIS2QPRR5,UFIS2QPRR5-MF,MF,0.01,
NSE,23848,1,UFIS2QPRP5,UFIS2QPRP5-MF,MF,0.01,
NSE,23845,1,UFIS2QPRG5,UFIS2QPRG5-MF,MF,0.01,
NSE,25314,1,UFIQIPRRVI,UFIQIPRRVI-MF,MF,0.01,
NSE,25311,1,UFIQIPRPVI,UFIQIPRPVI-MF,MF,0.01,
NSE,25308,1,UFIQIPRGVI,UFIQIPRGVI-MF,MF,0.01,
NSE,29870,1,UFDS2QPIP5,UFDS2QPIP5-MF,MF,0.01,
NSE,29869,1,UFDS2QPIG5,UFDS2QPIG5-MF,MF,0.01,
NSE,29984,1,UFDQIPIRVI,UFDQIPIRVI-MF,MF,0.01,
NSE,29983,1,UFDQIPIPVI,UFDQIPIPVI-MF,MF,0.01,
NSE,29982,1,UFDQIPIGVI,UFDQIPIGVI-MF,MF,0.01,
NSE,19113,1,UDS,UDS-EQ,EQ,0.05,
NSE,30960,1,UDAIPIPIII,UDAIPIPIII-MF,MF,0.01,
NSE,30959,1,UDAIPIGIII,UDAIPIGIII-MF,MF,0.01,
NSE,11223,1,UCOBANK,UCOBANK-EQ,EQ,0.05,
NSE,4212,2000,UCL,UCL-SM,SM,0.05,
NSE,3570,1,UCAL,UCAL-EQ,EQ,0.05,
NSE,16713,1,UBL,UBL-EQ,EQ,0.05,
NSE,18508,1,TVVISION,TVVISION-BE,BE,0.05,
NSE,11275,1,TVTODAY,TVTODAY-EQ,EQ,0.05,
NSE,14245,1,TVSSRICHAK,TVSSRICHAK-EQ,EQ,0.05,
NSE,18151,1,TVSSCS,TVSSCS-EQ,EQ,0.05,
NSE,8479,1,TVSMOTOR,TVSMOTOR-EQ,EQ,0.05,
NSE,16853,1,TVSHLTD,TVSHLTD-P1,P1,0.05,
NSE,29008,1,TVSHLTD,TVSHLTD-EQ,EQ,0.05,
NSE,11265,1,TVSELECT,TVSELECT-EQ,EQ,0.05,
NSE,14208,1,TV18BRDCST,TV18BRDCST-EQ,EQ,0.05,
NSE,8954,1,TTML,TTML-EQ,EQ,0.05,
NSE,14314,1,TTL,TTL-EQ,EQ,0.05,
NSE,3546,1,TTKPRESTIG,TTKPRESTIG-EQ,EQ,0.05,
NSE,11369,1,TTKHLTCARE,TTKHLTCARE-EQ,EQ,0.05,
NSE,9378,1,TRU,TRU-EQ,EQ,0.05,
NSE,13081,1,TRIVENI,TRIVENI-EQ,EQ,0.05,
NSE,25584,1,TRITURBINE,TRITURBINE-EQ,EQ,0.05,
NSE,15174,1,TRIL,TRIL-EQ,EQ,0.05,
NSE,5428,1,TRIGYN,TRIGYN-EQ,EQ,0.05,
NSE,17210,3000,TRIDHYA,TRIDHYA-SM,SM,0.05,
NSE,9685,1,TRIDENT,TRIDENT-EQ,EQ,0.05,
NSE,17987,1,TRF,TRF-EQ,EQ,0.05,
NSE,1964,1,TRENT,TRENT-EQ,EQ,0.05,
NSE,17795,1,TREL,TREL-EQ,EQ,0.05,
NSE,7605,1,TREJHARA,TREJHARA-BE,BE,0.05,
NSE,25082,1,TREEHOUSE,TREEHOUSE-EQ,EQ,0.05,
NSE,21260,4000,TRANSWIND,TRANSWIND-SM,SM,0.05,
NSE,19801,2000,TRANSTEEL,TRANSTEEL-SM,SM,0.05,
NSE,11582,1,TRACXN,TRACXN-EQ,EQ,0.05,
NSE,9219,1,TPLPLASTEH,TPLPLASTEH-EQ,EQ,0.05,
NSE,20628,1,TPL,TPL-N4,N4,0.01,
NSE,20622,1,TPL,TPL-N3,N3,0.01,
NSE,20617,1,TPL,TPL-N2,N2,0.01,
NSE,20614,1,TPL,TPL-N1,N1,0.01,
NSE,20612,1,TPL,TPL-N0,N0,0.01,
NSE,17000,1,TPHQ,TPHQ-BE,BE,0.05,
NSE,16910,1,TOUCHWOOD,TOUCHWOOD-BE,BE,0.05,
NSE,22423,1,TOTAL,TOTAL-EQ,EQ,0.05,
NSE,13786,1,TORNTPOWER,TORNTPOWER-EQ,EQ,0.05,
NSE,3518,1,TORNTPHARM,TORNTPHARM-EQ,EQ,0.05,
NSE,3837,1,TOKYOPLAST,TOKYOPLAST-EQ,EQ,0.05,
NSE,3512,1,TNTELE,TNTELE-EQ,EQ,0.05,
NSE,3980,1,TNPL,TNPL-EQ,EQ,0.05,
NSE,3509,1,TNPETRO,TNPETRO-EQ,EQ,0.05,
NSE,8882,1,TNIDETF,TNIDETF-EQ,EQ,0.01,
NSE,10945,1,TMB,TMB-EQ,EQ,0.05,
NSE,3506,1,TITAN,TITAN-EQ,EQ,0.05,
NSE,15414,1,TITAGARH,TITAGARH-EQ,EQ,0.05,
NSE,22284,1,TIRUPATIFL,TIRUPATIFL-BE,BE,0.05,
NSE,21868,500,TIRUPATI,TIRUPATI-SM,SM,0.05,
NSE,3496,1,TIRUMALCHM,TIRUMALCHM-EQ,EQ,0.05,
NSE,9117,1,TIPSINDLTD,TIPSINDLTD-EQ,EQ,0.05,
NSE,11378,1,TIPSFILMS,TIPSFILMS-BE,BE,0.05,
NSE,3493,1,TINPLATE,TINPLATE-EQ,EQ,0.05,
NSE,14198,1,TIMKEN,TIMKEN-EQ,EQ,0.05,
NSE,14707,1,TIMETECHNO,TIMETECHNO-EQ,EQ,0.05,
NSE,11217,1,TIMESGTY,TIMESGTY-BE,BE,0.05,
NSE,7800,1000,TIMESCAN,TIMESCAN-SM,SM,0.05,
NSE,11624,1,TIL,TIL-BZ,BZ,0.05,
NSE,25482,1,TIJARIA,TIJARIA-EQ,EQ,0.05,
NSE,312,1,TIINDIA,TIINDIA-EQ,EQ,0.05,
NSE,14223,1,TIIL,TIIL-EQ,EQ,0.05,
NSE,14019,1,TIDEWATER,TIDEWATER-EQ,EQ,0.05,
NSE,19196,1,TI,TI-EQ,EQ,0.05,
NSE,17032,1,THYROCARE,THYROCARE-EQ,EQ,0.05,
NSE,31021,1,THOMASCOTT,THOMASCOTT-BE,BE,0.05,
NSE,3481,1,THOMASCOOK,THOMASCOOK-EQ,EQ,0.05,
NSE,3475,1,THERMAX,THERMAX-EQ,EQ,0.05,
NSE,14485,1,THEMISMED,THEMISMED-EQ,EQ,0.05,
NSE,19279,1,THEJO,THEJO-EQ,EQ,0.05,
NSE,21427,1,THEINVEST,THEINVEST-EQ,EQ,0.05,
NSE,18118,1,THANGAMAYL,THANGAMAYL-EQ,EQ,0.05,
NSE,14611,1,TGBHOTELS,TGBHOTELS-BE,BE,0.05,
NSE,14323,1,TFL,TFL-BE,BE,0.05,
NSE,3466,1,TFCILTD,TFCILTD-EQ,EQ,0.05,
NSE,21828,1,TEXRAIL,TEXRAIL-EQ,EQ,0.05,
NSE,18214,1,TEXMOPIPES,TEXMOPIPES-EQ,EQ,0.05,
NSE,11549,1,TEXINFRA,TEXINFRA-EQ,EQ,0.05,
NSE,19292,1,TERASOFT,TERASOFT-EQ,EQ,0.05,
NSE,3275,1,TEMBO,TEMBO-EQ,EQ,0.05,
NSE,21131,1,TEJASNET,TEJASNET-EQ,EQ,0.05,
NSE,7105,1,TEGA,TEGA-EQ,EQ,0.05,
NSE,14739,1,TECILCHEM,TECILCHEM-BE,BE,0.05,
NSE,6445,1,TECHNOE,TECHNOE-EQ,EQ,0.05,
NSE,13538,1,TECHM,TECHM-EQ,EQ,0.05,
NSE,21093,4000,TECHLABS,TECHLABS-ST,ST,0.05,
NSE,25194,1,TECHIN,TECHIN-BE,BE,0.05,
NSE,6462,1,TECH,TECH-EQ,EQ,0.01,
NSE,12716,1,TEAMLEASE,TEAMLEASE-EQ,EQ,0.05,
NSE,25178,1,TDPOWERSYS,TDPOWERSYS-EQ,EQ,0.05,
NSE,11536,1,TCS,TCS-EQ,EQ,0.05,
NSE,184,1,TCPLPACK,TCPLPACK-EQ,EQ,0.05,
NSE,4172,1,TCNSBRANDS,TCNSBRANDS-EQ,EQ,0.05,
NSE,19503,1,TCLCONS,TCLCONS-BE,BE,0.05,
NSE,19223,1,TCIEXP,TCIEXP-EQ,EQ,0.05,
NSE,10580,1,TCI,TCI-EQ,EQ,0.05,
NSE,27037,1,TBZ,TBZ-EQ,EQ,0.05,
NSE,5162,1,TATVA,TATVA-EQ,EQ,0.05,
NSE,20293,1,TATATECH,TATATECH-EQ,EQ,0.05,
NSE,3499,1,TATASTEEL,TATASTEEL-EQ,EQ,0.05,
NSE,3426,1,TATAPOWER,TATAPOWER-EQ,EQ,0.05,
NSE,16965,1,TATAMTRDVR,TATAMTRDVR-EQ,EQ,0.05,
NSE,3456,1,TATAMOTORS,TATAMOTORS-EQ,EQ,0.05,
NSE,3423,1,TATAMETALI,TATAMETALI-EQ,EQ,0.05,
NSE,1621,1,TATAINVEST,TATAINVEST-EQ,EQ,0.05,
NSE,3411,1,TATAELXSI,TATAELXSI-EQ,EQ,0.05,
NSE,3432,1,TATACONSUM,TATACONSUM-EQ,EQ,0.05,
NSE,3721,1,TATACOMM,TATACOMM-EQ,EQ,0.05,
NSE,724,1,TATACOFFEE,TATACOFFEE-EQ,EQ,0.05,
NSE,3405,1,TATACHEM,TATACHEM-EQ,EQ,0.05,
NSE,20786,1,TATACAPHSG,TATACAPHSG-NC,NC,0.01,
NSE,16894,1,TATACAPHSG,TATACAPHSG-NB,NB,0.01,
NSE,16874,1,TATACAPHSG,TATACAPHSG-NA,NA,0.01,
NSE,16872,1,TATACAPHSG,TATACAPHSG-N9,N9,0.01,
NSE,16870,1,TATACAPHSG,TATACAPHSG-N8,N8,0.01,
NSE,16838,1,TATACAPHSG,TATACAPHSG-N7,N7,0.01,
NSE,16836,1,TATACAPHSG,TATACAPHSG-N6,N6,0.01,
NSE,16834,1,TATACAPHSG,TATACAPHSG-N5,N5,0.01,
NSE,16791,1,TATACAPHSG,TATACAPHSG-N4,N4,0.01,
NSE,16789,1,TATACAPHSG,TATACAPHSG-N3,N3,0.01,
NSE,21229,1,TATACAP,TATACAP-NC,NC,0.01,
NSE,21227,1,TATACAP,TATACAP-NB,NB,0.01,
NSE,21225,1,TATACAP,TATACAP-NA,NA,0.01,
NSE,21221,1,TATACAP,TATACAP-N9,N9,0.01,
NSE,21197,1,TATACAP,TATACAP-N8,N8,0.01,
NSE,21194,1,TATACAP,TATACAP-N7,N7,0.01,
NSE,21192,1,TATACAP,TATACAP-N6,N6,0.01,
NSE,21190,1,TATACAP,TATACAP-N5,N5,0.01,
NSE,20092,1,TASTYBITE,TASTYBITE-EQ,EQ,0.05,
NSE,6943,1,TARSONS,TARSONS-EQ,EQ,0.05,
NSE,14771,1,TARMAT,TARMAT-EQ,EQ,0.05,
NSE,1581,1,TARC,TARC-EQ,EQ,0.05,
NSE,18831,1,TARAPUR,TARAPUR-BE,BE,0.05,
NSE,2117,1000,TARACHAND,TARACHAND-SM,SM,0.05,
NSE,10986,750,TAPIFRUIT,TAPIFRUIT-SM,SM,0.05,
NSE,13976,1,TANLA,TANLA-EQ,EQ,0.05,
NSE,13652,1,TALBROAUTO,TALBROAUTO-BE,BE,0.05,
